,J1,J2,aptitudes,locations
0,0.5823270266049989,0.829553763205707,-0.999867887242611,[39 22 36 37 37 37 37 35 37 36]
1,0.9158265596464612,0.37625533378004505,-0.9942471196955714,[ 6 24 36 36 39 29 56 49 36 39]
2,0.9141342217333973,0.3465810541602828,-0.9899504880069435,[36 36  5 40 34 31 40 29 54 43]
3,0.9195628527943289,0.346934786349704,-0.9865527678731084,[40 29 56 49 34 31 36 36  6 42]
4,0.9166679682137678,0.34695803985382334,-0.9820332077170681,[40 29  6 42 34 31 36 36 55 48]
5,0.9158265596464612,0.37625533378004505,-0.9777375281062851,[36 36 39 29  6 24 56 49 36 39]
6,0.9173574326390551,0.3524130776833469,-0.9737132978254961,[37 37 56 49 34 31 40 29  6 42]
7,0.9186994474976347,0.3468084207138725,-0.9704882430595527,[56 49 40 29 34 31 36 36  5 40]
8,0.9166679682137678,0.34695803985382334,-0.965691897841243,[36 36 40 29 34 31  6 42 55 48]
9,0.9166679682137678,0.34695803985382334,-0.9616065703722868,[36 36 40 29 34 31  6 42 55 48]
10,0.9195628527943289,0.346934786349704,-0.958968685193611,[ 6 42 40 29 34 31 56 49 36 36]
11,0.9195628527943289,0.346934786349704,-0.9550281019536828,[56 49 36 36 34 31  6 42 40 29]
12,0.9159912979032434,0.3706328748749486,-0.9489445857791033,[39 29 36 36 56 49 34 34  6 40]
13,0.9159912979032434,0.3706328748749486,-0.9448254247946207,[39 29  6 40 36 36 34 34 56 49]
14,0.9141342217333973,0.3465810541602828,-0.939406310491246,[54 43 36 36 34 31 40 29  5 40]
15,0.9166140955439986,0.3468316742179919,-0.9370542010562223,[40 29 36 36 34 31  5 40 55 48]
16,0.9131996478517332,0.3070952222618513,-0.9302346217999653,[39 22 36 36  6 40 60 19 38 40]
17,0.9195628527943289,0.346934786349704,-0.9313846025141136,[36 36 56 49 34 31 40 29  6 42]
18,0.9122178227703818,0.36199000414229426,-0.9208334922526329,[36 36 60 19 40 26  9 38 36 39]
19,0.9333872796602181,0.19756554150152164,-0.9269967745262077,[39 32 54 50 60 19  6 24 36 39]
20,0.9329111184108844,0.19721500343609955,-0.9329111184108844,[ 4 18 54 50 39 32 60 18 36 39]
