,f1,f2
0,0.727191176897493,0.47524967399801293
1,0.8169446394872647,0.4814017313589255
2,0.8169446394872647,0.4814017313589255
3,0.8169446394872647,0.4814017313589255
4,0.8169446394872647,0.4814017313589255
5,0.8169446394872647,0.4814017313589255
6,0.8169446394872647,0.4814017313589255
7,0.8169446394872647,0.4814017313589255
8,0.8169446394872647,0.4814017313589255
9,0.8169446394872647,0.4814017313589255
10,0.8169446394872647,0.4814017313589255
11,0.8169446394872647,0.4814017313589255
12,0.8169446394872647,0.4814017313589255
13,0.8169446394872647,0.4814017313589255
14,0.8169446394872647,0.4814017313589255
15,0.8169446394872647,0.4814017313589255
16,0.8169446394872647,0.4814017313589255
17,0.8169446394872647,0.4814017313589255
18,0.8169446394872647,0.4814017313589255
19,0.8169446394872647,0.4814017313589255
20,0.8169446394872647,0.4814017313589255
21,0.8169446394872647,0.4814017313589255
22,0.8169446394872647,0.4814017313589255
23,0.8169446394872647,0.4814017313589255
24,0.8169446394872647,0.4814017313589255
25,0.8169446394872647,0.4814017313589255
26,0.8169446394872647,0.4814017313589255
27,0.8169446394872647,0.4814017313589255
28,0.8169446394872647,0.4814017313589255
29,0.8169446394872647,0.4814017313589255
30,0.8169446394872647,0.4814017313589255
31,0.8169446394872647,0.4814017313589255
32,0.8169446394872647,0.4814017313589255
33,0.8169446394872647,0.4814017313589255
34,0.8169446394872647,0.4814017313589255
35,0.8169446394872647,0.4814017313589255
36,0.8169446394872647,0.4814017313589255
37,0.8169446394872647,0.4814017313589255
38,0.8169446394872647,0.4814017313589255
39,0.8169446394872647,0.4814017313589255
40,0.8169446394872647,0.4814017313589255
41,0.8169446394872647,0.4814017313589255
42,0.8169446394872647,0.4814017313589255
43,0.8169446394872647,0.4814017313589255
44,0.8169446394872647,0.4814017313589255
45,0.8169446394872647,0.4814017313589255
46,0.8169446394872647,0.4814017313589255
47,0.8169446394872647,0.4814017313589255
48,0.8169446394872647,0.4814017313589255
49,0.8169446394872647,0.4814017313589255
50,0.8169446394872647,0.4814017313589255
51,0.8169446394872647,0.4814017313589255
52,0.8169446394872647,0.4814017313589255
53,0.8169446394872647,0.4814017313589255
54,0.8169446394872647,0.4814017313589255
55,0.8169446394872647,0.4814017313589255
56,0.8169446394872647,0.4814017313589255
57,0.8169446394872647,0.4814017313589255
58,0.8169446394872647,0.4814017313589255
59,0.8169446394872647,0.4814017313589255
60,0.8169446394872647,0.4814017313589255
61,0.8169446394872647,0.4814017313589255
62,0.8169446394872647,0.4814017313589255
63,0.8169446394872647,0.4814017313589255
64,0.8169446394872647,0.4814017313589255
65,0.8169446394872647,0.4814017313589255
66,0.8169446394872647,0.4814017313589255
67,0.8169446394872647,0.4814017313589255
68,0.8169446394872647,0.4814017313589255
69,0.8169446394872647,0.4814017313589255
70,0.8169446394872647,0.4814017313589255
71,0.8169446394872647,0.4814017313589255
72,0.8169446394872647,0.4814017313589255
73,0.8169446394872647,0.4814017313589255
74,0.8169446394872647,0.4814017313589255
75,0.8169446394872647,0.4814017313589255
76,0.8169446394872647,0.4814017313589255
77,0.8740034364916592,0.33206053262464086
78,0.8740034364916592,0.33206053262464086
79,0.8740034364916592,0.33206053262464086
80,0.8740034364916592,0.33206053262464086
81,0.8740034364916592,0.33206053262464086
82,0.8740034364916592,0.33206053262464086
83,0.8740034364916592,0.33206053262464086
84,0.8740034364916592,0.33206053262464086
85,0.8740034364916592,0.33206053262464086
86,0.8740034364916592,0.33206053262464086
87,0.8740034364916592,0.33206053262464086
88,0.8740034364916592,0.33206053262464086
89,0.8740034364916592,0.33206053262464086
90,0.8740034364916592,0.33206053262464086
91,0.8740034364916592,0.33206053262464086
92,0.8740034364916592,0.33206053262464086
93,0.8740034364916592,0.33206053262464086
94,0.8740034364916592,0.33206053262464086
95,0.8740034364916592,0.33206053262464086
96,0.8740034364916592,0.33206053262464086
97,0.8740034364916592,0.33206053262464086
98,0.8743940578005887,0.2879495317888922
99,0.8743940578005887,0.2879495317888922
100,0.8743940578005887,0.2879495317888922
