,J1,J2,aptitudes,locations
0,0.7720240599280929,0.7092356437987154,-0.9992020459542087,[37 36 36 36 34 31 34 34 36 39]
1,0.8801487588878539,0.42880598877764153,-0.9392616382403736,[39 22 59 21 34 31 36 36 36 39]
2,0.9040374134628554,0.23743958015210712,-0.9040374134628554,[39 22 60 19 34 31 56 49 36 39]
