,J1,J2,aptitudes,locations
0,0.7618420560655745,0.5009632120533044,-0.9983745175928931,[39 22 35 29 36 36 34 34 36 39]
1,0.8169446394872647,0.4814017313589255,-0.9893030236876116,[39 22 35 29 34 31 36 36 36 39]
2,0.8169446394872647,0.4814017313589255,-0.9802315297823303,[39 22 35 29 34 31 36 36 36 39]
3,0.8169446394872647,0.4814017313589255,-0.9711600358770488,[39 22 35 29 34 31 36 36 36 39]
4,0.8169446394872647,0.4814017313589255,-0.9620885419717675,[39 22 35 29 34 31 36 36 36 39]
5,0.8169446394872647,0.4814017313589255,-0.953017048066486,[39 22 35 29 34 31 36 36 36 39]
6,0.8169446394872647,0.4814017313589255,-0.9439455541612045,[39 22 35 29 34 31 36 36 36 39]
7,0.8169446394872647,0.4814017313589255,-0.9348740602559231,[39 22 35 29 34 31 36 36 36 39]
8,0.8169446394872647,0.4814017313589255,-0.9258025663506417,[39 22 35 29 34 31 36 36 36 39]
9,0.8169446394872647,0.4814017313589255,-0.9167310724453603,[39 22 35 29 34 31 36 36 36 39]
10,0.8169446394872647,0.4814017313589255,-0.907659578540079,[39 22 35 29 34 31 36 36 36 39]
11,0.8169446394872647,0.4814017313589255,-0.8985880846347976,[39 22 35 29 34 31 36 36 36 39]
12,0.8169446394872647,0.4814017313589255,-0.889516590729516,[39 22 35 29 34 31 36 36 36 39]
13,0.8169446394872647,0.4814017313589255,-0.8804450968242347,[39 22 35 29 34 31 36 36 36 39]
14,0.8169446394872647,0.4814017313589255,-0.8713736029189532,[39 22 35 29 34 31 36 36 36 39]
15,0.8169446394872647,0.4814017313589255,-0.8623021090136718,[39 22 35 29 34 31 36 36 36 39]
16,0.8740034364916592,0.33206053262464086,-0.861598737860969,[39 22 60 23 34 31 34 34 36 39]
17,0.8740034364916592,0.33206053262464086,-0.8646999125186415,[39 22 60 23 34 31 34 34 36 39]
18,0.8740034364916592,0.33206053262464086,-0.867801087176314,[39 22 60 23 34 31 34 34 36 39]
19,0.8740034364916592,0.33206053262464086,-0.8709022618339867,[39 22 60 23 34 31 34 34 36 39]
20,0.8743940578005887,0.2879495317888922,-0.8743940578005887,[39 22 35 29 34 31 60 23 36 39]
