,J1,J2,aptitudes,locations
0,0.7310972163589102,0.7407306786201443,-0.9996600506685562,[39 22 36 36 37 36 37 35 36 39]
1,0.903131779070733,0.4529220025237549,-0.993612380666785,[36 36 40 29 34 31 56 49 36 39]
2,0.903131779070733,0.4529220025237549,-0.9888502437406771,[36 36 40 29 34 31 56 49 36 39]
3,0.9016553360386922,0.4529452560278743,-0.9838666403597629,[36 36 55 48 34 31 40 29 36 39]
4,0.903131779070733,0.4529220025237549,-0.9793259698884612,[56 49 36 36 34 31 40 29 36 39]
5,0.903131779070733,0.4529220025237549,-0.974563832962353,[40 29 56 49 34 31 36 36 36 39]
6,0.9016553360386922,0.4529452560278743,-0.9693587631266327,[40 29 36 36 34 31 55 48 36 39]
7,0.903131779070733,0.4529220025237549,-0.9650395591101371,[40 29 36 36 34 31 56 49 36 39]
8,0.903131779070733,0.4529220025237549,-0.9602774221840291,[40 29 56 49 34 31 36 36 36 39]
9,0.903131779070733,0.4529220025237549,-0.9555152852579212,[36 36 40 29 34 31 56 49 36 39]
10,0.903131779070733,0.4529220025237549,-0.950753148331813,[56 49 36 36 34 31 40 29 36 39]
11,0.903131779070733,0.4529220025237549,-0.9459910114057051,[40 29 56 49 34 31 36 36 36 39]
12,0.903131779070733,0.4529220025237549,-0.9412288744795971,[36 36 56 49 34 31 40 29 36 39]
13,0.903131779070733,0.4529220025237549,-0.9364667375534891,[36 36 56 49 34 31 40 29 36 39]
14,0.903131779070733,0.4529220025237549,-0.931704600627381,[56 49 36 36 34 31 40 29 36 39]
15,0.9008931269240247,0.4536158408289134,-0.9252634745912418,[40 29 54 50 34 31 36 36 36 39]
16,0.903131779070733,0.4529220025237549,-0.9221803267751651,[56 49 36 36 34 31 40 29 36 39]
17,0.903131779070733,0.4529220025237549,-0.9174181898490571,[40 29 36 36 34 31 56 49 36 39]
18,0.8973033772857709,0.44203000183101415,-0.9074104913164831,[40 26 36 36 34 31 60 19 36 39]
19,0.9186631858717519,0.2565544556785237,-0.9125479256699028,[40 29 55 48 34 31  5 40 36 39]
20,0.9161841700832478,0.2730332152581151,-0.9161841700832478,[60 18 39 39 34 31 23  7 36 39]
