,J1,J2,aptitudes,locations
0,0.7174353616842073,0.770636638678308,-0.9996600506685562,[36 36 35 29 37 35 37 36 36 39]
1,0.8973033772857709,0.44203000183101415,-0.9478389474393321,[40 26 36 36 34 31 60 19 36 39]
2,0.919194692030304,0.2566051090680867,-0.919194692030304,[ 6 40 40 29 34 31 56 49 36 39]
